Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,350 WATER GEV8-P2,350 Water St,"350 Water Street, Level P2, Space #",Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.372508,-71.072818,11/12/2025,223774,2025-11-12 01:59:52 UTC,,,,7/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,350 WATER GEV9-P3,350 Water St,"350 Water Street, Level P3, Space #",Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.372552,-71.072893,11/12/2025,223775,2025-11-12 01:59:52 UTC,,,,7/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,350 WATER GEV10-P3,350 Water St,"350 Water Street, Level P3, Space #",Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.372484,-71.072758,11/12/2025,223776,2025-11-12 01:59:52 UTC,,,,7/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,350 WATER GEV11-P3,350 Water St,"350 Water Street, Level P3, Space #",Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.372524,-71.07279,11/12/2025,223777,2025-11-12 01:59:52 UTC,,,,7/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,350 WATER GEV12-P3,350 Water St,"350 Water Street, Level P3, Space #",Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.372476,-71.072731,11/12/2025,223778,2025-11-12 01:59:52 UTC,,,,7/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TWENTY20 STATION 1,20 Child St,P1 parking garage,Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.371605,-71.071506,11/12/2025,224355,2025-11-12 01:58:27 UTC,,,,7/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TWENTY20 STATION 2,20 Child St,,Cambridge,MA,2141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.371643,-71.07216,11/12/2025,224363,2025-11-12 02:01:21 UTC,,,,7/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CICHY'S GARAGE CICHY’S GARAGE,5 Main St,,Williamsburg,MA,1096,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.392574,-72.729582,11/12/2025,224410,2025-11-12 02:01:30 UTC,,,,7/26/2022,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ROCKPORTMA ATLANTIC 3,28 Atlantic Ave,Just past the entrance to the public foot path,Rockport,MA,1966,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.658714,-70.61127,11/12/2025,224481,2025-11-12 02:01:35 UTC,,,,7/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ROCKPORTMA ATLANTIC 2,28 Atlantic Ave,Just past the entrance to the public foot path,Rockport,MA,1966,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.65871,-70.61129,11/12/2025,224482,2025-11-12 02:01:35 UTC,,,,7/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ROCKPORTMA ATLANTIC 1,28 Atlantic Ave,Just past the entrance to the public foot path,Rockport,MA,1966,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.658745,-70.61132,11/12/2025,224483,2025-11-12 02:01:35 UTC,,,,7/27/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AEG AEG / CHESTNUT,355Plainfield St,,Springfield,MA,1107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.116808,-72.611976,11/12/2025,224513,2025-11-12 02:01:09 UTC,,,,7/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Holyoke Train station,74 Main Street,,Holyoke,MA,1040,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,42.204258,-72.602714,11/13/2025,224518,2025-11-13 02:03:06 UTC,,,,7/28/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Stop and Shop Whitman,475 Bedford Street,,Whitman,MA,2382,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,42.07429,-70.946607,11/13/2025,224575,2025-11-13 01:19:25 UTC,,,,7/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,TARGET T2258 STATION 2,1 Hawes Way,Target parking loy,Stoughton,MA,2072,,888-758-4389,E,,Public,Mon: 7:00am-12:00am; Tue: 7:00am-12:00am; Wed: 7:00am-12:00am; Thu: 7:00am-12:00am; Fri: 7:00am-12:00am; Sat: 7:00am-12:00am; Sun: 7:00am-12:00am,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.153075,-71.073279,11/12/2025,224592,2025-11-12 01:49:37 UTC,,,,7/29/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UMASS LOWELL NORTH GARAGE,281 Riverside St,UMass Lowell FacultyStaff and Student located at entrance,Lowell,MA,1854,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.65606,-71.324074,11/13/2025,224728,2025-11-13 00:52:50 UTC,,,,8/3/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UMASS LOWELL EAST GARAGE,11-21 Pawtucket St,UMass Lowell Staff/Faculty and Student Charging,Lowell,MA,1854,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.653718,-71.319234,11/13/2025,224729,2025-11-13 00:52:51 UTC,,,,8/3/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UMASS LOWELL NORTHGARAGE1B,272 Riverside St,Main entrance Level 3,Lowell,MA,1854,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.656122,-71.323949,11/12/2025,224732,2025-11-12 01:29:26 UTC,,,,8/3/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MVY AIRPORT MVY AIRPORT,71 Airport Rd,,West Tisbury,MA,2568,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.388858,-70.612364,11/12/2025,224872,2025-11-12 02:01:25 UTC,,,,8/5/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Burlington Mall - Tesla Supercharger,75 Middlesex Turnpike,,Burlington,MA,1803,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.483562,-71.216703,7/1/2024,224995,2025-02-12 00:16:32 UTC,P,,,8/1/2022,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,TOWN OF NATICK FIRE STATION #4,268 Speen St,Front entrance -  left hand side,Natick,MA,1760,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.298405,-71.379005,11/12/2025,225081,2025-11-12 01:58:33 UTC,,,,8/6/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SBWTC,500 D Street,,Boston,MA,2210,,888-998-2546,E,,Public,24 hours daily,,,,,,25,,,Blink Network,https://blinkcharging.com,GPS,42.347393,-71.0411953,11/14/2025,225278,2025-11-14 00:01:22 UTC,,,,7/8/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"BOA Arlington Financial MA6-167 (Arlington, MA)",655 Massachusetts Ave,,Arlington,MA,2476,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com,GPS,42.41645,-71.15402,11/13/2025,225446,2025-11-13 01:29:03 UTC,,,,8/12/2022,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
E85,Nouria-Shell,45 Transportation Way,,Boston,MA,2128,,617-418-7032,E,,Public,24 hours daily,A Cash CREDIT D Debit M V,,,,,,,,,,200-8,42.366036,-71.026396,10/13/2025,225639,2025-10-13 20:52:30 UTC,P,,,8/17/2022,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,,
ELEC,AMLP32MAIN EV STATION #1,13 Memorial Dr,,Ashburnham,MA,1430,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.636483,-71.909027,11/12/2025,225681,2025-11-12 02:02:18 UTC,,,,8/18/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AMLP32MAIN EV STATION #2,13 Memorial Dr,Behind Town Hall,Ashburnham,MA,1430,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.636456,-71.909076,11/12/2025,225682,2025-11-12 02:02:18 UTC,,,,8/18/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Mt. Hood Golf Course,100 Slayton Rd,,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,AMPUP,https://ampup.io,GPS,42.45234143,-71.03984139,9/14/2022,225852,2023-02-14 15:54:11 UTC,P,,,8/5/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,E Foster St Parking,242 E Foster St,,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,AMPUP,https://ampup.io,GPS,42.45598043,-71.05471827,9/14/2022,225853,2023-02-14 15:54:11 UTC,P,,,8/5/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Berwick St Parking,133 Berwick St,,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,AMPUP,https://ampup.io,GPS,42.45424519,-71.0688656,9/14/2022,225854,2023-02-14 15:54:11 UTC,P,,,8/5/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Tremont St Parking,130 Tremont St,,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,AMPUP,https://ampup.io,GPS,42.46358033,-71.06940075,9/14/2022,225855,2023-02-14 15:54:11 UTC,P,,,8/5/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Whole Foods Parking Lot,880 Main St,,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,AMPUP,https://ampup.io,GPS,42.46448514,-71.06340959,9/14/2022,225856,2023-02-14 15:54:11 UTC,P,,,8/5/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Green St Parking,2 Farwell Ave,,Melrose,MA,2176,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,AMPUP,https://ampup.io,GPS,42.4659456,-71.05975584,9/14/2022,225857,2023-02-14 15:54:11 UTC,P,,,8/5/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,PLYMOUTH PGDC1,197 Water St,,Plymouth,MA,2360,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.963644,-70.669428,11/12/2025,225910,2025-11-12 02:02:30 UTC,,,,8/19/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,WPI WPI BOYNTON 2,27 Boynton St,Unity Hall - Boynton Lot,Worcester,MA,1609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.273697,-71.805705,11/12/2025,225960,2025-11-12 02:01:36 UTC,,,,8/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,WPI WPI BOYNTON 1,27 Boynton St,Unity Hall - Boynton Lot,Worcester,MA,1609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.273592,-71.80572,11/12/2025,225961,2025-11-12 02:01:37 UTC,,,,8/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CP EV GARDNER ST 2,58 Gardner St,,Worcester,MA,1610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.24949,-71.816423,11/12/2025,225968,2025-11-12 02:02:14 UTC,,,,8/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CP EV GARDNER ST 1,58 Gardner St,,Worcester,MA,1610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.249365,-71.816606,11/12/2025,225969,2025-11-12 02:02:15 UTC,,,,8/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UMASS AMHERST UMASS LOT52,Thatcher Road Lot 52,Lot 52,Amherst,MA,1002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.387635,-72.521758,11/12/2025,226078,2025-11-12 01:26:01 UTC,,,,8/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,66 WINCHESTER 66 WINCHESTER,66 Winchester St,East side of the building,Newton,MA,2461,,888-758-4389,E,,Public,Mon: 6:00pm-12:00am; Tue: 6:00pm-12:00am; Wed: 6:00pm-12:00am; Thu: 6:00pm-12:00am; Fri: 6:00pm-12:00am; Sat: 12:00am-10:00pm; Sun: 12:00am-6:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.317673,-71.20832,11/12/2025,226099,2025-11-12 02:02:45 UTC,,,,8/23/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,IHS EV 1 IHS PARKING LOT,134 High St,"When facing the front of the High School, the charger is in the lot to the right.",Ipswich,MA,1938,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.688236,-70.8504,11/12/2025,226180,2025-11-12 02:02:26 UTC,,,,8/24/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BRAINTREETOY TOBEV1,210 Union St,,Braintree,MA,2184,,888-758-4389,E,,Public,Mon: 7:00am-7:00pm; Tue: 7:00am-7:00pm; Wed: 7:00am-7:00pm; Thu: 7:00am-7:00pm; Fri: 7:00am-7:00pm; Sat: 7:00am-7:00pm; Sun: 7:00am-7:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.211357,-70.998181,11/12/2025,226243,2025-11-12 02:01:22 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,EV STATION AT TOWN HALL 2,188 Central St,,Norwood,MA,2062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.195149,-71.19964,11/12/2025,226256,2025-11-12 02:02:49 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,EV STATION AT TOWN HALL 1,188 Central St,,Norwood,MA,2062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.195168,-71.199703,11/12/2025,226257,2025-11-12 02:02:49 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLY CROSS HOGAN LOT 2,One College St,Hogan Lot 2,Worcester,MA,1610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.236494,-71.80744,11/12/2025,226258,2025-11-12 02:02:49 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLY CROSS HOGAN LOT 3,15 City View St,Hogan Lot 3,Worcester,MA,1610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.236509,-71.807483,11/12/2025,226259,2025-11-12 02:02:49 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLY CROSS HOGAN LOT 1,1 College St,Hogan Lot 1,Worcester,MA,1610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.236519,-71.807397,11/12/2025,226260,2025-11-12 02:02:49 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOLY CROSS HOGAN LOT 4,15 City View St,Hogan Lot 4,Worcester,MA,1610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.236486,-71.807526,11/12/2025,226261,2025-11-12 02:02:50 UTC,,,,8/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,The 440 - Tesla Supercharger,440 Middlesex Road,,Tyngsborough,MA,1879,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.697284,-71.439877,7/1/2024,226534,2025-02-12 00:16:32 UTC,P,,,8/25/2022,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,SONNY VALLEY STATION 1,18 Ayers Village Rd,,Methuen,MA,1844,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.793103,-71.18181,11/12/2025,226606,2025-11-12 02:02:54 UTC,,,,8/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SONNY VALLEY STATION 2,18 Ayers Village Rd,,Methuen,MA,1844,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.793096,-71.181874,11/12/2025,226607,2025-11-12 02:02:54 UTC,,,,8/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SONNY VALLEY STATION 3,18 Ayers Village Rd,,Methuen,MA,1844,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.793049,-71.18181,11/12/2025,226608,2025-11-12 02:02:54 UTC,,,,8/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SONNY VALLEY STATION 4,18 Ayers Village Rd,,Methuen,MA,1844,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.79308,-71.181831,11/12/2025,226609,2025-11-12 02:02:54 UTC,,,,8/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SONNY VALLEY STATION 5,18 Ayers Village Rd,,Methuen,MA,1844,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.792013,-71.182059,11/12/2025,226610,2025-11-12 02:02:54 UTC,,,,8/26/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UDR FOXBOROUGH 2,400 Foxborough Blvd,,Foxborough,MA,2035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.047622,-71.237337,11/12/2025,226683,2025-11-12 01:56:26 UTC,,,,8/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UDR FOXBOROUGH 1,400 Foxborough Blvd,Front of Building 5,Foxborough,MA,2035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.047638,-71.237402,11/12/2025,226684,2025-11-12 01:56:27 UTC,,,,8/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ATTLEBORO ATTLEBORO 3,527 Pleasant St,,Attleboro,MA,2703,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.948135,-71.26575,11/12/2025,226750,2025-11-12 02:01:43 UTC,,,,8/31/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ATTLEBORO ATTLEBORO 2,527 Pleasant St,,Attleboro,MA,2703,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.948143,-71.26577,11/12/2025,226751,2025-11-12 02:01:43 UTC,,,,8/31/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BAT BAT GARAGE,158 Centre St,,Brockton,MA,2302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.084458,-71.014671,11/12/2025,226755,2025-11-12 02:02:14 UTC,,,,8/31/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWN HALL NO. 1 EV STATION 1,141 Main St,behind Rowley Town Hall,Rowley,MA,1969,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.714791,-70.879302,11/12/2025,226763,2025-11-12 02:02:47 UTC,,,,8/31/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BEVERLY 9 WASHINGTON ST,9 Washington St,Municipal parking lot,Beverly,MA,1915,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.546348,-70.879279,11/12/2025,226862,2025-11-12 01:39:06 UTC,,,,9/2/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
